,Meal Index,Age,Sex,Breakfast,Lunch/Snacks,One Dish Meal,Calories,CarbohydrateContent,FatContent,ProteinContent,FiberContent,Heuristic
34,"[28663, 47012, 31100]",4,F,Scrambled Salsa Egg Sandwiches,Italian Hot Dogs,Loaded Breakfast Grits,950.325,111.75,46.65,23.1,10.125,4.439014747690121
35,"[60859, 44053, 43130]",41,F,Blueberry-Orange Parfait,Fried Kielbasa Sandwich,Vegetarian Pad Thai,1723.5750000000003,130.525,110.85,65.175,21.325,4.118577469257498
36,"[80954, 64154, 74521]",34,F,"Out of This World Waffles, the Healthier Chocolate Version",Ploughman's Plate,Chipotle Chicken Penne Pasta,1786.92,109.28,119.27,76.58,14.3,3.566879069892652
37,"[31040, 22682, 31790]",36,M,Pumpkin Pie Oatmeal,The Big Bird,Patatas a La Pobre (Poor Man's Potatoes),2766.4249999999997,381.225,92.7,108.75,24.6,4.000247701407836
38,"[12641, 47203, 5823]",70,M,Blender Pancakes/Waffles,Chicken Nachos,"Breast of Chicken, Garlic, Chickpeas and Sauce Verdure",2245.9500000000003,254.9,109.25,64.95,25.0,4.313197408110588
39,"[23402, 85002, 76233]",48,M,Apple Pancake,Portobello Patty Melt,Chili Bacon Nachos for Two,2304.525,334.20000000000005,74.45,81.07499999999999,21.625,4.162713331311105
40,"[44423, 27065, 30836]",53,M,Christmas Egg Casserole,No I'm Not Pregnant!! Sandwich,Appalachian Gravy Bread,2785.008333333333,354.4,126.86666666666667,65.75833333333333,25.016666666666666,4.726256590115735
41,"[83920, 6572, 43428]",34,F,Green Spinach and Zucchini Waffles With Sausage and Potato Hash,Vietnamese Beef Sandwich,Duck Tagine With Apples,2269.125,301.35,73.675,101.55,27.424999999999997,3.6453430105339346
42,"[4854, 6572, 47408]",23,F,Buffet Eggs and Ham,Vietnamese Beef Sandwich,Chicken Potato Penne With Marinated Tomatoes,1904.4583333333333,269.5833333333333,49.30833333333334,89.35833333333333,17.975,3.5419708320616143
43,"[28745, 38904, 46638]",80,M,Spiced Mexican Fritters,"Grilled Apple, Bacon and Cheddar Sandwich With Roasted Red Onion",Bean Margherita Penne,2925.6000000000004,236.875,191.5,77.15,20.6,3.3905711398423444
44,"[53191, 64317, 66341]",8,M,Regular Scrambled Egg Whites,Fruity-Tooty Snack Bars,Lemongrass-Scented Congee,1272.8,125.8,71.39999999999999,41.675,15.975,3.8082756482174025
45,"[61512, 73009, 48696]",31,F,Fresh Salsa Omelet,Grilled Chicken Sandwiches With Roasted Pepper Aioli,Persian / Iranian Ghalieh Esfanaaj,1995.35,340.35,34.375,84.42500000000001,22.45,3.7192064312687974
46,"[55672, 52410, 2395]",17,M,Smoked Salmon With Poached Eggs and Asparagus,A&amp;w Chili Dog Copycat,Banana Poi,3002.8,312.475,152.6,111.125,20.3,4.008496402684717
47,"[77009, 28192, 5872]",57,F,Healthier Amish Oatmeal,Sausage Portabella Pizzas,Solo Spam and Pineapple Casserole,1631.4333333333332,120.43333333333334,97.36666666666667,72.4,14.533333333333335,3.5293774415159405
48,"[13819, 43764, 54094]",45,M,Easy Popovers,"Appalachian Tapas, (Midnight Snack!)",Tomato Sauce Spaghetti,2368.05,216.64999999999998,135.88333333333333,84.16666666666667,22.65,4.224625878068615
49,"[28966, 60548, 46824]",9,F,Zucchini Frittata,Open-Faced Bagel Sandwich,Skinny Rice &amp; Beans - Super Easy!,1343.9666666666667,151.8,73.41666666666667,26.883333333333333,20.133333333333333,4.0395800503006924
50,"[76677, 66773, 68768]",70,M,French Toast Delightful Surprise,Pregnancy Delight Sandwich,Nasi Goreng,1928.775,146.975,119.3,74.10000000000001,39.825,3.677744388782365
51,"[72615, 26726, 44117]",60,M,Mango-Macadamia Souffle,Sweet Mixed Nuts,Moules Frites - French/Belgian Bistro Style Mussels and Chips,2169.6375,210.975,123.775,70.36250000000001,24.325,4.488911982674818
52,"[27598, 25783, 49419]",23,M,Swedish Pancakes (Pl&auml;ttar),Ultimate Supreme Wrap,Caribbean Shrimp Salad,1856.95,133.6,114.4,83.95,21.85,3.681387586414833
53,"[72871, 6302, 32297]",31,F,American Heart Assocations Homemade Breakfast Muesli,Romaine Salad with Grilled Vegetables,Tuna Pesto Pasta,1732.3444444444444,147.92777777777778,116.8,41.92777777777778,41.8,3.3471877774527723
54,"[41207, 76897, 54137]",41,F,Vegan Rice Pudding,Primanti Brothers Capp and Cheese Stuffed Sandwich,Casserole of Steak Wine &amp; Mushrooms,2488.741666666667,366.65,75.94166666666666,76.69583333333334,23.429166666666664,3.908645199125806
55,"[16337, 26726, 34750]",23,F,Hard-boiled Egg Whites With Avocado,Sweet Mixed Nuts,Easy Chicken Stir-Fry,1911.9,184.37499999999997,114.75,63.0,26.625,4.457532325673259
56,"[69674, 59264, 44355]",37,M,Ham Breakfast Braid,Wagyu Steak Sandwich,Italian Potatoes,2796.0125000000003,426.49375000000003,77.60624999999999,91.27499999999999,25.7875,3.9780487611314017
57,"[73911, 59162, 40453]",37,F,Hg's Buffalo Chicken Egg Mug,"Best of the Best Tomato, Basil, and Fresh Ricotta Sandwich With","Pasta With Chicken, Feta &amp; Spicy Tomato Sauce",1878.0000000000002,325.54999999999995,34.300000000000004,62.724999999999994,21.775000000000002,4.150253532026097
58,"[47297, 44053, 32964]",43,M,Mediterranean Frittata,Fried Kielbasa Sandwich,Sausage Potato Bake,1772.9833333333333,106.48333333333332,124.39999999999999,64.8,20.6,3.729761516445384
59,"[80326, 60697, 9940]",1,M,Chocoalate Smoothie,Bobby's Hot Dog Melt,Linguini With Artichoke Sauce,881.4,79.575,52.800000000000004,27.174999999999997,7.65,4.023673576097105
60,"[79452, 14620, 46563]",7,F,Breakfast Casserole Cups,Avocado and Smoked Turkey Wrap,Lemony Ham Slice,1292.55,123.64166666666667,76.35000000000001,38.28333333333334,15.783333333333333,3.8686715398061335
61,"[77509, 54194, 56823]",68,M,Cherry Breakfast Sandwich,Easy Steak Sandwich,Roast Vegetable Lasagna,1942.3000000000002,130.25,118.80000000000001,95.6,17.1,3.5262439790007685
62,"[62950, 68750, 70939]",21,M,Pancake,Grilled Ham and Cheddar Sandwich,Vegetarian Shepherds Pie (For One),2634.625,406.7,72.975,81.625,26.8,4.204947523555128
63,"[78801, 15272, 32741]",79,M,Breakfast Burrito With Green Beans,J D 's Chicken Goat Cheese Quesadilla,Garlic Mushrooms With Leeks and Mash,2026.725,111.55000000000001,130.1,82.075,9.325,3.468867990195334
64,"[25082, 59079, 24817]",16,M,Baked Cinnamon French Toast,Grilled Bacon and Prosciutto Sandwich,Genuine Frito Pie,2799.75,176.60000000000002,191.2,104.36666666666667,20.133333333333333,3.499165797243921
65,"[35916, 21139, 1158]",74,F,Banket (Almond Roll),Summer Chicken Sandwich,Quick tomato and noodle soup,1595.1,139.14999999999998,90.30000000000001,67.05,23.65,4.067162023460411
66,"[55434, 6309, 73154]",67,M,Waffles,Spicy Corn and Bean Salad,Creamy Surimi Bachelor Chow,1874.4333333333332,197.65000000000003,100.21666666666667,69.13333333333333,21.583333333333332,4.031525245014301
67,"[46613, 59264, 23707]",45,F,--Tasty Dish's-- Banana Pudding in 2 Minutes,Wagyu Steak Sandwich,Creamed Ground Beef,2675.4930000000004,434.144,61.583,90.192,26.703000000000003,3.2480003251547975
68,"[43858, 77736, 10065]",51,F,Bacon Eggs &amp; Oatmeal,Sweet Chilli Glazed Salmon Skin Sushi Roll,Crock pot GARLIC GARLIC GARLIC Chicken!,2153.425,238.825,106.325,62.1,24.400000000000002,4.513845829377907
69,"[5928, 15117, 74521]",40,M,Brouillade of Mushrooms (or the best scrambled eggs you'll ever eat),Pizza Dough,Chipotle Chicken Penne Pasta,2731.525,438.59999999999997,70.45,79.44999999999999,22.325,4.0070293154711205
70,"[24455, 56303, 78409]",12,M,Breakfast Pasta,"Bacon, Blue and Avocado Quesadilla",Northerner's Chinese-Creole Stir-Fry,1790.3000000000002,151.5,105.05,60.9,16.8,3.8521057761953585
71,"[17566, 54341, 34407]",60,F,Easy French Pancakes,Tuna Monte Cristo Sandwich,Garlic/Basil Chicken Pasta,1913.25,174.075,97.41250000000001,86.125,16.45,3.4908931138549386
72,"[8931, 28403, 78838]",25,F,Toasted Pistachio with Honey Yoghurt (LOW FAT),New Zealand Pasties,Spicy Student Pasta,2770.4,326.6,131.0,80.65,26.8,4.007824562450753
73,"[80573, 46163, 53917]",1,M,Easy Apple Danish,Garlic &amp;  Feta Lovers Rotini Pasta for One.,Vermicelli Pilaf,944.2375,101.12500000000001,51.025000000000006,22.412499999999998,6.7125,4.6489585550887025
74,"[78247, 43764, 29287]",62,F,Breakfast Wraps (OAMC),"Appalachian Tapas, (Midnight Snack!)",Baked Beans on Toast,1685.3,189.13333333333333,79.01666666666667,69.33333333333333,23.05,4.049826796567154
75,"[27394, 41883, 64721]",7,F,Bacon Avocado Burritos,Greek Goddess Wrap/Salad,Thai Basil Noodle With Broccoli,1303.375,171.1375,57.4125,29.35,14.799999999999999,4.668513469287544
76,"[50721, 76737, 83804]",74,F,Pumpkin Pancake Souffle,Tex Mex BLT,French Fries and Gravy,1590.525,205.775,56.94166666666666,66.43333333333334,33.19166666666666,3.7154800485571
77,"[74907, 47203, 18265]",9,F,Spinach and Scallion Dutch Baby,Chicken Nachos,Hot 'n' Spicy Pot Roast,1676.54,210.185,83.55,33.145,17.560000000000002,3.978564069574557
78,"[40408, 84147, 48696]",64,F,Strawberry Waffles,Roast Beef Packing House Sandwich,Persian / Iranian Ghalieh Esfanaaj,1698.2083333333333,152.9666666666667,98.16666666666666,58.53333333333333,17.066666666666663,3.9235047585654175
79,"[84663, 27065, 21482]",25,F,Healthy-Ish Pumpkin Apple Muffins,No I'm Not Pregnant!! Sandwich,Pasta With Roasted Mushrooms and Marinara Sauce,2494.0555555555557,314.16666666666663,115.67222222222222,58.97222222222222,24.816666666666666,4.594459956116173
80,"[56759, 47172, 30522]",38,F,Strawberry Stuffed French Toast,Chicken Liver Cookies for Isabella Martini,Tasty Baked Lamb With Feta Cheese and Tomatoes,2452.95,325.425,100.22500000000001,64.425,24.049999999999997,4.495378554325594
81,"[84049, 80987, 36649]",18,M,Strawberry Banana Mother's Day Muffins,Broccoli Cheese Soup,Pandora's Feast - Veggie Rice Cooker Dish,2318.7166666666667,120.56666666666666,151.6,117.66666666666667,10.333333333333332,2.832441926885313
82,"[25622, 1334, 43219]",2,F,April Fools' Day  Fooled Ya Hot Dog in a Bun,Super Easy Crock Pot Plum Roast,Leftover German Sweet Sour Beef,918.0583333333334,97.35,51.583333333333336,27.90833333333333,9.666666666666666,3.9084868566992017
83,"[66294, 26726, 34452]",68,F,"Flavorful, Filling, Granola",Sweet Mixed Nuts,Daughter's Dinner in a Dash - Student One-Pot Chicken!,1956.1149999999998,182.78,119.16499999999999,64.415,24.990000000000002,4.24933666349429
84,"[27352, 44254, 23707]",28,M,Mexican Breakfast,Peanut Butter and Marshmallow Creme Sandwich,Creamed Ground Beef,2644.5430000000006,300.54400000000004,136.283,80.74199999999999,27.552999999999997,4.4651662666747365
85,"[79802, 31963, 71044]",60,F,Sweet Potato Pancakes With Pecans and Brown Sugar Sauce,Triple Chocolate S'mores,Coriander (Cilantro) Fish Ball Soup,2404.975,305.15,105.95,64.10000000000001,19.975,4.165008690643158
86,"[31390, 22682, 21438]",15,F,Cast Iron Apple Pancakes Allemagne,The Big Bird,Penne With Capsicum and Slow Roasted Vegetables,2318.35,344.95,59.725,104.275,19.725,3.525713995280884
87,"[33761, 38194, 62118]",12,M,Tender Cheese Omelet,Smoked Vegetable Sandwiches,Carrot Pasta Sauce,1456.7749999999999,196.47499999999997,55.5,45.85,16.575,3.9362161736904833
88,"[49411, 73009, 29391]",45,M,Orange French Toast Made With Cinnamon Bread,Grilled Chicken Sandwiches With Roasted Pepper Aioli,The Ospidillo Cafe Chilies Rellenos,2623.3374999999996,334.31666666666666,107.35416666666666,84.65,15.645833333333332,4.094267705698262
89,"[49627, 78349, 42597]",67,F,Waffles With Cinnamon Fruit Sauce,Grilled Chicken Club With Avocado and Fried Egg,Carrot 'spaghetti' (Vegan),1708.825,162.725,88.6,70.89999999999999,18.4,3.8274981967541573
90,"[72715, 26726, 61253]",74,F,Paula Deen's Ham and Banana Casserole,Sweet Mixed Nuts,"Chicken, Fennel and Tomato Ragout",1867.0944444444444,188.85555555555553,111.30000000000001,53.49444444444444,24.977777777777778,4.229783677791742
91,"[26426, 81362, 44289]",13,M,Haitian French Toast,"Grilled Apple, Bacon and Cheddar Sandwiches",Pasta Bake With Goats' Cheese,2617.8999999999996,237.23333333333332,158.2,71.68333333333334,16.7,4.058010186757215
92,"[37839, 15272, 5749]",32,F,Cherry and Orange Blintzes,J D 's Chicken Goat Cheese Quesadilla,Veronica's Pasta Figiole,2078.6,171.625,112.525,100.44999999999999,22.4,3.69259730194832
93,"[27242, 72081, 1789]",62,F,Orange-Cranberry Muffins,Vegan (Dairy Free) Quesadillas,Walt Disney's Roast Beef Hash,1578.1666666666665,133.13333333333333,88.73333333333333,67.89166666666667,15.774999999999999,3.7219203232485136
94,"[30467, 53533, 76209]",3,M,Budyn Z Kielbasek (Poland),Pasta With Crunchy Crumbs and Feta for One,Vegan Polenta Lasagna,1008.6916666666666,123.35833333333333,45.95833333333333,30.925,9.825,4.1829650259774365
95,"[57622, 16649, 62549]",48,M,Whole Wheat Muffins,"Wilted Spinach Sandwich With Caramelized Onion, Tomatoes and Mel",Pasta Mama,2026.301851851852,250.00000000000003,80.6037037037037,77.11666666666667,19.461111111111112,3.8368322347704105
96,"[41581, 22955, 36649]",77,F,Double Blue Pancakes,My Version of Bertucci's Sporky Pizza,Pandora's Feast - Veggie Rice Cooker Dish,1746.3999999999999,212.65,70.00000000000001,68.97500000000001,20.65,3.864877752682101
97,"[29557, 68946, 47454]",46,M,Spicy Bell Pepper Frittata,Choc Chip Flapjacks,Chile Con Papas (Chile With Potatoes),2741.2999999999997,331.0,137.4,72.7,29.099999999999998,4.502869213176549
98,"[9405, 79651, 25954]",39,M,Make Ahead Egg Bake,Club Sandwich With Sauteed Veggies,Orecchiette With Broccoli Rabe and Sausage,1713.2333333333331,118.03333333333335,110.78333333333333,67.6,14.816666666666668,3.4380953248605293
99,"[68295, 14620, 34407]",38,F,Breakfast Pitas,Avocado and Smoked Turkey Wrap,Garlic/Basil Chicken Pasta,2005.75,196.85,111.25000000000001,65.25,27.949999999999996,4.36162603742887
